name,ID,lon,lat,M_012015,M_022015,M_032015,M_042015,M_052015,M_062015,M_072015,M_082015,M_092015,M_102015,M_112015,M_122015,M_012016,M_022016,M_032016,M_042016,M_052016,M_062016,M_072016,M_082016,M_092016,M_102016,M_112016,M_122016,M_012017,M_022017,M_032017,M_042017,M_052017,M_062017,M_072017,M_082017,M_092017,M_102017,M_112017,m_122017,M_012018,M_022018,M_032018,M_042018,M_052018,M_062018,M_072018,M_082018,M_092018,M_102018,M_112018,M_122018,M_012019,M_022019,M_032019,M_042019,M_052019,M_062019,M_072019,M_082019,M_092019,M_102019,M_112019,M_122019,M_012020,M_022020,M_032020,M_042020,M_052020,M_062020,M_072020,M_082020,M_092020,M_102020,M_112020,M_122020
nieuwolda,172,6.9745486,53.2448575,106.9,52.5,72.8,33.3,71,65.5,153.7,94.5,75.6,30.3,144.1,57.8,80,93.1,45.6,77,43.9,103.2,59.3,98,37.6,45.1,55.4,33.7,66.9,61.8,61.8,49.4,43.9,61.8,141.1,56.5,93.4,98.2,84.3,100.4,126.1,20.1,61.7,71.9,95,72.6,4.5,58.9,31.7,42.2,27.3,96.4,73.6,32.8,122.9,23.9,52.2,56.7,22.1,55.4,146.2,111.8,84.6,45.5,61.5,151.1,46.1,7.8,22.4,83.4,69.1,87.7,53.8,83.2,27.5,123.7
