240863.104515 589537.379655      1 0.000000
240888.103349 589512.343008      1 0.000000
240888.104888 589487.385369      1 0.000000
240888.105848 589462.337627      1 0.000000
240888.107469 589437.379849      1 0.000000
240913.106232 589412.343321      1 0.000000
240913.107793 589387.385548      1 0.000000
240938.106600 589362.339090      1 0.000000
240938.108102 589337.381310      1 0.000000
240963.106932 589312.344900      1 0.000000
240963.108390 589287.377059      1 0.000000
240988.107258 589262.340623      1 0.000000
240988.108743 589237.382839      1 0.000000
241013.107559 589212.346387      1 0.000000
241013.109080 589187.378692      1 0.000000
241038.107933 589162.342214      1 0.000000
241063.107189 589137.385761      1 0.000000
241063.108197 589112.338030      1 0.000000
241088.107481 589087.381550      1 0.000000
241088.108526 589062.343875      1 0.000000
241113.107853 589037.377476      1 0.000000
241113.108838 589012.339654      1 0.000000
241138.108109 588987.383283      1 0.000000
241163.106978 588962.336789      1 0.000000
241188.106154 588937.380383      1 0.000000
241213.105015 588912.343916      1 0.000000
241213.106460 588887.376221      1 0.000000
241238.105270 588862.339869      1 0.000000
241263.104570 588837.383400      1 0.000000
241288.103299 588812.336959      1 0.000000
241313.102586 588787.380595      1 0.000000
241338.101387 588762.344171      1 0.000000
241363.100594 588737.377708      1 0.000000
241388.109444 588712.341272      1 0.000000
241413.108633 588687.384837      1 0.000000
241438.107351 588662.338419      1 0.000000
241438.108944 588637.380776      1 0.000000
241463.107685 588612.344255      1 0.000000
241463.109143 588587.376553      1 0.000000
241488.108013 588562.340155      1 0.000000
241513.107265 588537.383922      1 0.000000
241538.105964 588512.337416      1 0.000000
241538.107519 588487.379634      1 0.000000
241538.108592 588462.342101      1 0.000000
241538.100087 588437.384426      1 0.000000
241563.108848 588412.337943      1 0.000000
241563.100383 588387.380271      1 0.000000
241588.109268 588362.343824      1 0.000000
241588.100740 588337.376243      1 0.000000
241613.099520 588312.339886      1 0.000000
241638.108745 588287.383438      1 0.000000
241638.099804 588262.335810      1 0.000000
241663.108977 588237.379346      1 0.000000
241663.100072 588212.341773      1 0.000000
241688.109277 588187.375231      1 0.000000
241713.108040 588162.338937      1 0.000000
241738.107275 588137.382517      1 0.000000
241738.108269 588112.334923      1 0.000000
241763.107541 588087.378487      1 0.000000
241788.106328 588062.342141      1 0.000000
241813.105512 588037.375897      1 0.000000
241838.104215 588012.339496      1 0.000000
241863.103470 587987.383128      1 0.000000
241888.102173 587962.336778      1 0.000000
241913.101425 587937.380515      1 0.000000
241938.100119 587912.344043      1 0.000000
241963.109344 587887.377715      1 0.000000
241988.108116 587862.341347      1 0.000000
242013.107193 587837.374940      1 0.000000
242013.108324 587812.337251      1 0.000000
242038.107517 587787.381031      1 0.000000
242038.108599 587762.343346      1 0.000000
242038.100179 587737.375757      1 0.000000
242063.108847 587712.339365      1 0.000000
242088.108025 587687.383103      1 0.000000
242113.106822 587662.336718      1 0.000000
242138.104388 587662.338065      1 0.000000
242163.103600 587637.381747      1 0.000000
242163.099513 587560.938393      1 0.000000
242189.484460 587538.735307      1 0.000000
242200.603065 587528.860653      1 0.000000
242215.207852 587514.495230      1 0.000000
242225.602388 587503.934245      1 0.000000
242240.206766 587489.498914      1 0.000000
242250.604431 587479.498143      1 0.000000
242255.780259 587474.858026      1 0.000000
242266.342325 587465.616625      1 0.000000
242275.603167 587458.062987      1 0.000000
242294.489427 587443.733758      1 0.000000
242300.607425 587439.418563      1 0.000000
242309.247120 587433.498760      1 0.000000
242339.446346 587413.655244      1 0.000000
242361.326445 587399.859611      1 0.000000
242369.887520 587394.180488      1 0.000000
242375.608399 587390.417556      1 0.000000
242398.809151 587374.854099      1 0.000000
242425.608836 587355.299433      1 0.000000
242432.920923 587349.857192      1 0.000000
242442.840890 587342.099819      1 0.000000
242450.601254 587336.335113      1 0.000000
242457.226401 587331.496787      1 0.000000
242466.842570 587324.861442      1 0.000000
242475.601274 587318.741020      1 0.000000
242486.962956 587311.215680      1 0.000000
242492.725424 587307.742736      1 0.000000
242500.600731 587302.857551      1 0.000000
242518.500306 587292.775035      1 0.000000
242541.946152 587283.542260      1 0.000000
242563.105002 587262.338470      1 0.000000
242563.106540 587237.380800      1 0.000000
242563.107620 587212.333185      1 0.000000
242588.106740 587187.376956      1 0.000000
242613.105493 587162.340677      1 0.000000
242613.107009 587137.373099      1 0.000000
242638.105701 587112.336794      1 0.000000
242638.107163 587087.379133      1 0.000000
242663.105897 587062.332889      1 0.000000
242663.107390 587037.375231      1 0.000000
242688.106149 587012.339034      1 0.000000
242713.105293 586987.372798      1 0.000000
242713.106304 586962.335084      1 0.000000
242738.105472 586937.378885      1 0.000000
242738.106604 586912.341333      1 0.000000
242763.105725 586887.375055      1 0.000000
242763.106798 586862.337496      1 0.000000
242763.108326 586837.379840      1 0.000000
242788.106972 586812.333637      1 0.000000
242788.108531 586787.376123      1 0.000000
242813.107300 586762.339817      1 0.000000
242813.108805 586737.372254      1 0.000000
242838.107522 586712.335922      1 0.000000
242838.108964 586687.378415      1 0.000000
242863.107714 586662.332154      1 0.000000
242863.109196 586637.374500      1 0.000000
242863.100334 586612.337060      1 0.000000
242863.101889 586587.379557      1 0.000000
242888.100577 586562.333265      1 0.000000
242913.099713 586537.377070      1 0.000000
242913.100785 586512.339370      1 0.000000
242913.102327 586487.371811      1 0.000000
242938.101078 586462.335689      1 0.000000
242938.102546 586437.378036      1 0.000000
242963.101169 586412.331837      1 0.000000
242988.100400 586387.375723      1 0.000000
242988.101486 586362.338173      1 0.000000
242988.103026 586337.380525      1 0.000000
243013.101715 586312.334284      1 0.000000
243013.103198 586287.376780      1 0.000000
243013.104387 586262.339244      1 0.000000
243038.103428 586237.373020      1 0.000000
243038.104569 586212.335478      1 0.000000
243038.106155 586187.377988      1 0.000000
243063.104720 586162.331689      1 0.000000
243063.106337 586137.374202      1 0.000000
243063.107501 586112.336664      1 0.000000
243088.106675 586087.380466      1 0.000000
243088.107694 586062.332869      1 0.000000
243113.106825 586037.376635      1 0.000000
243138.105482 586012.340491      1 0.000000
243163.104524 585987.374309      1 0.000000
243163.105641 585962.336771      1 0.000000
243188.104797 585937.380625      1 0.000000
243213.103412 585912.334508      1 0.000000
243213.104963 585887.376867      1 0.000000
243238.103617 585862.330723      1 0.000000
243263.102708 585837.374666      1 0.000000
243288.101342 585812.338389      1 0.000000
243313.100444 585787.372234      1 0.000000
243338.109128 585762.336106      1 0.000000
243363.108211 585737.379827      1 0.000000
243388.106763 585712.333707      1 0.000000
243388.108396 585687.376211      1 0.000000
243388.109487 585662.338664      1 0.000000
243413.108641 585637.372571      1 0.000000
243438.107254 585612.336331      1 0.000000
243463.106235 585587.370193      1 0.000000
243488.103774 585587.371596      1 0.000000
243513.102422 585562.335441      1 0.000000
243538.099927 585562.336803      1 0.000000
243563.108972 585537.370633      1 0.000000
243588.106445 585537.371965      1 0.000000
243613.105095 585512.335874      1 0.000000
243617.472202 585507.970335      1 0.000000
243598.501517 585499.853056      1 0.000000
243582.786863 585492.658044      1 0.000000
243575.604940 585489.096917      1 0.000000
243565.827460 585484.659753      1 0.000000
243550.602438 585477.371977      1 0.000000
243544.066533 585474.857451      1 0.000000
243525.600937 585467.617779      1 0.000000
243511.784747 585463.653194      1 0.000000
243500.604793 585460.654177      1 0.000000
243491.144396 585459.296336      1 0.000000
243484.288052 585458.534032      1 0.000000
243475.609104 585457.371825      1 0.000000
243468.484736 585456.971265      1 0.000000
243457.500096 585456.732052      1 0.000000
243450.606263 585456.410258      1 0.000000
243444.004744 585456.496954      1 0.000000
243432.603293 585456.850180      1 0.000000
243425.601706 585456.939016      1 0.000000
243418.360432 585457.099262      1 0.000000
243408.420441 585457.654663      1 0.000000
243392.387863 585458.053575      1 0.000000
243384.147470 585458.419423      1 0.000000
243375.605962 585458.616901      1 0.000000
243366.823591 585458.655586      1 0.000000
243359.522019 585458.776175      1 0.000000
243350.599782 585458.855618      1 0.000000
243325.608502 585458.173945      1 0.000000
243307.867187 585457.092027      1 0.000000
243294.367634 585456.096550      1 0.000000
243271.847089 585453.610812      1 0.000000
243250.602963 585450.417643      1 0.000000
243229.382393 585446.054040      1 0.000000
243209.468225 585440.972886      1 0.000000
243200.601801 585438.491289      1 0.000000
243190.300321 585435.177459      1 0.000000
243183.424367 585432.654861      1 0.000000
243175.607132 585429.977376      1 0.000000
243163.044927 585424.855489      1 0.000000
243154.500774 585420.971732      1 0.000000
243138.267170 585412.179030      1 0.000000
243125.600948 585404.537021      1 0.000000
243118.782989 585399.853421      1 0.000000
243108.784521 585391.656382      1 0.000000
243100.599947 585384.059574      1 0.000000
243095.983252 585379.493763      1 0.000000
243084.862952 585365.611246      1 0.000000
243075.601237 585351.378237      1 0.000000
243067.387156 585333.058361      1 0.000000
243064.360777 585324.852727      1 0.000000
243061.320159 585314.096296      1 0.000000
243057.780131 585299.851677      1 0.000000
243053.424727 585272.057460      1 0.000000
243048.383887 585227.091798      1 0.000000
243045.142056 585205.293338      1 0.000000
243041.963101 585191.216738      1 0.000000
243040.447998 585184.973245      1 0.000000
243037.641077 585174.855721      1 0.000000
243034.162512 585166.292528      1 0.000000
243027.208387 585151.496585      1 0.000000
243014.448473 585135.972713      1 0.000000
243002.123175 585124.857675      1 0.000000
242983.145543 585117.290625      1 0.000000
242975.602640 585115.371931      1 0.000000
242965.848121 585115.095871      1 0.000000
242950.599096 585114.290237      1 0.000000
242942.007257 585116.218503      1 0.000000
242933.100953 585117.378131      1 0.000000
242925.606429 585118.770032      1 0.000000
242905.784136 585124.851801      1 0.000000
242897.747790 585127.737184      1 0.000000
242884.728443 585133.971291      1 0.000000
242875.604785 585137.412980      1 0.000000
242867.466317 585141.739382      1 0.000000
242852.267656 585148.215545      1 0.000000
242834.319546 585158.538227      1 0.000000
242825.600814 585162.857745      1 0.000000
242818.063168 585167.290998      1 0.000000
242802.940492 585174.857137      1 0.000000
242785.801910 585185.055115      1 0.000000
242775.608129 585190.333299      1 0.000000
242769.485167 585193.738280      1 0.000000
242756.845292 585199.850197      1 0.000000
242750.602882 585203.375777      1 0.000000
242743.421200 585207.056681      1 0.000000
242736.499519 585210.736224      1 0.000000
242725.605053 585215.938160      1 0.000000
242719.448224 585218.653162      1 0.000000
242704.368112 585224.858597      1 0.000000
242697.821640 585227.655733      1 0.000000
242683.928057 585233.174503      1 0.000000
242675.602138 585236.171456      1 0.000000
242665.167015 585239.410295      1 0.000000
242650.606525 585243.732342      1 0.000000
242626.418812 585249.058016      1 0.000000
242603.683434 585252.935372      1 0.000000
242596.666014 585253.774470      1 0.000000
242580.707905 585254.973295      1 0.000000
242569.778399 585255.654114      1 0.000000
242556.927310 585256.175458      1 0.000000
242543.945428 585256.537580      1 0.000000
242532.865254 585257.099108      1 0.000000
242515.674867 585259.765205      1 0.000000
242513.098307 585262.340255      1 0.000000
242488.099647 585287.376401      1 0.000000
242463.100432 585312.332628      1 0.000000
242438.101763 585337.378650      1 0.000000
242413.102543 585362.334831      1 0.000000
242388.103866 585387.371045      1 0.000000
242363.104728 585412.337103      1 0.000000
242338.105966 585437.373272      1 0.000000
242313.106815 585462.339444      1 0.000000
242288.099257 585462.338006      1 0.000000
242263.100540 585487.374259      1 0.000000
242238.101433 585512.340366      1 0.000000
242213.102631 585537.376443      1 0.000000
242188.103434 585562.332591      1 0.000000
242163.104785 585587.378835      1 0.000000
242138.105584 585612.334947      1 0.000000
242113.106851 585637.381146      1 0.000000
242088.107646 585662.337222      1 0.000000
242063.098941 585687.373428      1 0.000000
242038.099719 585712.339661      1 0.000000
242013.100982 585737.375726      1 0.000000
241988.101769 585762.331861      1 0.000000
241988.100585 585787.379444      1 0.000000
241988.099023 585812.337073      1 0.000000
241963.100263 585837.373236      1 0.000000
241963.098647 585862.340781      1 0.000000
241938.099836 585887.377068      1 0.000000
241913.100629 585912.333285      1 0.000000
241888.101898 585937.379449      1 0.000000
241863.102687 585962.335631      1 0.000000
241838.103953 585987.381759      1 0.000000
241813.104738 586012.337895      1 0.000000
241788.105915 586037.374214      1 0.000000
241763.106782 586062.340377      1 0.000000
241738.098072 586087.376616      1 0.000000
241713.098759 586112.332820      1 0.000000
241688.100014 586137.378971      1 0.000000
241663.100777 586162.335140      1 0.000000
241638.102108 586187.381395      1 0.000000
241613.102797 586212.337528      1 0.000000
241588.104039 586237.373824      1 0.000000
241563.104881 586262.339974      1 0.000000
241538.106029 586287.376235      1 0.000000
241513.106786 586312.342489      1 0.000000
241488.098057 586337.378679      1 0.000000
241463.098806 586362.334984      1 0.000000
241438.100032 586387.381227      1 0.000000
241413.100775 586412.337336      1 0.000000
241388.102002 586437.373630      1 0.000000
241388.100349 586462.341142      1 0.000000
241363.101524 586487.377410      1 0.000000
241363.099997 586512.335022      1 0.000000
241338.101196 586537.381327      1 0.000000
241313.101922 586562.337509      1 0.000000
241288.103121 586587.373715      1 0.000000
241263.103920 586612.340064      1 0.000000
241263.102669 586637.377708      1 0.000000
241238.103420 586662.333979      1 0.000000
241238.102285 586687.381538      1 0.000000
241213.103075 586712.337782      1 0.000000
241213.101885 586737.375432      1 0.000000
241188.102609 586762.341723      1 0.000000
